aggravated_assault,arson,burglary,homicide,larceny,motor_vehicle_theft,population,property_crime,rape_legacy,rape_revised,robbery,state_abbr,state_id,violent_crime,year
3321,,8726,41,37496,3509,1796619,49731,617,,1220,NE,31,5199,2009
3345,,8318,54,36896,3613,1830141,48827,674,,1020,NE,31,5093,2010
2912,,8725,68,38060,4109,1842234,50894,699,,993,NE,31,4672,2011
2912,,8745,52,38301,4157,1855350,51203,710,,1128,NE,31,4802,2012
3011,,8945,56,35791,4461,1868969,49197,621,847.0,1035,NE,31,4949,2013
4821,,10344,48,52044,5752,1637000,68140,317,,1067,NE,31,6253,1995
3226,,6443,62,32148,4006,1893765,42597,648,885.0,994,NE,31,5167,2015
3226,,7936,53,35063,4527,1882980,47526,645,878.0,1044,NE,31,5201,2014
1996,,12804,65,42195,4296,1574000,59295,338,,1157,NE,31,3556,1979
1794,,14316,69,45692,3810,1563921,63818,363,,1286,NE,31,3512,1980
1374,,14383,49,45324,3270,1576000,62977,323,,1115,NE,31,2861,1981
2299,,12867,31,43331,2821,1586000,59019,329,,982,NE,31,3641,1982
2300,,12408,42,42026,2578,1597000,57012,339,,796,NE,31,3477,1983
2499,,10339,54,39875,2312,1606000,52526,381,,693,NE,31,3627,1984
2619,,11730,47,41278,2506,1606000,55514,376,,779,NE,31,3821,1985
2936,,11956,50,42784,2678,1598000,57418,393,,817,NE,31,4196,1986
2853,,13516,55,45692,2645,1594000,61853,345,,751,NE,31,4004,1987
3033,,12251,58,46634,3023,1601000,61908,385,,898,NE,31,4374,1988
3245,,12010,40,46403,3000,1611000,61413,381,,837,NE,31,4503,1989
3886,,11424,43,47054,2812,1578385,61290,473,,807,NE,31,5209,1990
3970,,11574,52,49071,3386,1593000,64031,447,,861,NE,31,5330,1991
4115,,11477,68,49144,3225,1606000,63846,504,,911,NE,31,5598,1992
4558,,10662,63,46811,5252,1607000,62725,447,,1003,NE,31,6071,1993
4548,,10963,51,48547,6236,1623000,65746,500,,1223,NE,31,6322,1994
11629,363.0,18816,228,43949,13157,2939254,75922,1733,1729.0,6338,NV,37,19924,2016
9662,370.0,20049,274,45461,12812,2998039,78322,0,1890.0,4841,NV,37,16667,2017
4994,,17613,165,43167,13094,1809253,73874,943,,4209,NV,37,10311,1999
5710,,19873,170,47367,13766,1747000,81006,911,,4453,NV,37,11244,1998
6998,,19558,220,52295,11194,1603000,83047,856,,4931,NV,37,13005,1996
7132,,21975,187,53112,13220,1677000,88307,1005,,5071,NV,37,13395,1997
11431,,22115,156,46463,12398,2643085,80976,1024,,6028,NV,37,18639,2009
11508,457.0,22286,158,42533,10185,2704283,75004,965,,5298,NV,37,17929,2010
4942,,17526,129,44125,13172,1998257,74823,860,,4543,NV,37,10474,2000
6364,,17711,180,45073,14702,2097722,77486,883,,4932,NV,37,12359,2001
7629,,18951,181,47459,17486,2167455,83896,928,,5118,NV,37,13856,2002
7520,,21958,197,53321,20849,2242207,96128,871,,5225,NV,37,13813,2003
8348,,23142,172,52438,22635,2332898,98215,954,,4905,NV,37,14379,2004
8730,,23481,206,52012,26931,2412301,102424,1016,,4702,NV,37,14654,2005
10331,,24902,226,50429,27007,2495529,102338,1092,,7038,NV,37,18687,2006
11138,,24911,193,49844,22363,2565382,97118,1096,,6938,NV,37,19365,2007
11216,,24254,165,49814,15938,2600167,90006,1106,,6486,NV,37,18973,2008
10092,459.0,20342,139,40156,9577,2720028,70075,913,,4308,NV,37,15452,2011
10790,472.0,22120,124,45372,10018,2754354,77510,931,,4918,NV,37,16763,2012
10060,418.0,23047,163,46132,9998,2791494,79177,1090,1482.0,5183,NV,37,16888,2013
10562,426.0,21924,170,42466,10184,2838281,74574,987,1357.0,5954,NV,37,18043,2014
8395,,20235,163,54563,11405,1530000,86203,937,,4966,NV,37,14461,1995
11965,458.0,22360,178,43426,11351,2883758,77137,1232,1688.0,6287,NV,37,20118,2015
2464,,19799,123,31388,4945,702000,56132,418,,2861,NV,37,5866,1979
2920,,23263,160,34864,5429,800312,63556,538,,3686,NV,37,7304,1980
3009,,23046,148,36955,5026,845000,65027,548,,3870,NV,37,7575,1981
2737,,21256,120,36279,4977,881000,62512,542,,3697,NV,37,7096,1982
2530,,17922,114,31749,4200,891000,53871,457,,2737,NV,37,5838,1983
2533,,18023,98,31508,4514,911000,54045,553,,2542,NV,37,5726,1984
3011,,17312,96,33336,4646,936000,55294,564,,2573,NV,37,6244,1985
3414,,15446,121,33601,4600,963000,53647,625,,2763,NV,37,6923,1986
3555,,16408,85,35157,5589,1007000,57154,622,,2744,NV,37,7006,1987
4295,,16376,111,37401,6351,1060000,60128,782,,3087,NV,37,8275,1988
3410,,15607,91,40686,6439,1111000,62732,662,,2784,NV,37,6947,1989
3494,,16434,116,42097,7121,1201833,65652,748,,2864,NV,37,7222,1990
3681,,18026,152,45781,8376,1284000,72183,848,,4012,NV,37,8693,1991
3872,,17108,145,46714,9255,1327000,73077,833,,4397,NV,37,9247,1992
6443,,17293,144,46137,10255,1389000,73685,846,,4724,NV,37,12157,1993
8292,,19735,170,51893,11065,1457000,82693,1001,,5134,NV,37,14597,1994
1609,173.0,2989,19,16454,880,1335015,20323,582,609.0,431,NH,34,2668,2016
1572,127.0,2574,14,15066,915,1342795,18555,0,663.0,419,NH,34,2668,2017
1076,,5074,12,19909,1411,1315828,26394,357,,451,NH,34,1896,2007
1330,314.0,5444,13,22789,997,1316807,29230,411,,450,NH,34,2204,2010
1758,265.0,6244,16,25398,1114,1317807,32756,581,,509,NH,34,2864,2011
1708,224.0,5283,21,24188,938,1322616,30409,522,778.0,645,NH,34,2952,2013
632,,5063,20,24611,1762,1162000,31436,404,,317,NH,34,1373,1996
643,,4612,16,23430,1593,1173000,29635,395,,274,NH,34,1328,1997
597,,3852,18,22079,1474,1185000,27405,400,,255,NH,34,1270,1998
539,,3698,18,21195,1354,1201134,26247,345,,257,NH,34,1159,1999
1219,,4979,17,19723,1956,1299169,26658,466,,500,NH,34,2202,2004
971,,4192,19,18493,1346,1306819,24031,406,,365,NH,34,1761,2005
1042,,4395,13,20179,1486,1314895,26060,295,,435,NH,34,1785,2006
1234,,4266,14,22714,1407,1315809,28387,385,,421,NH,34,2054,2008
1261,,4915,11,22748,1127,1324575,28790,399,,454,NH,34,2125,2009
1869,325.0,5988,15,25024,1062,1321617,32074,486,,471,NH,34,2841,2012
1469,183.0,4191,16,21051,856,1327996,26098,438,596.0,544,NH,34,2625,2014
1170,,4992,22,20761,2148,1235786,27901,522,,453,NH,34,2167,2000
1224,,4889,17,20060,2140,1259359,27089,458,,445,NH,34,2144,2001
1185,,4838,12,19468,1944,1274405,26250,446,,413,NH,34,2056,2002
1002,,4589,17,19934,1933,1288705,26456,438,,480,NH,34,1937,2003
646,,4806,21,22698,1666,1148000,29170,333,,314,NH,34,1314,1995
1558,139.0,3482,15,19076,895,1330111,23453,468,644.0,475,NH,34,2692,2015
814,,10635,21,25856,2882,887000,39373,152,,254,NH,34,1241,1979
1085,,12067,23,26443,2848,919114,41358,159,,386,NH,34,1653,1980
859,,11090,27,25692,2252,935000,39034,154,,335,NH,34,1375,1981
690,,8987,21,24115,2127,951000,35229,154,,322,NH,34,1187,1982
763,,7882,19,21359,1746,959000,30987,187,,231,NH,34,1200,1983
869,,7190,10,20314,1843,977000,29347,202,,227,NH,34,1308,1984
927,,7608,21,21459,1982,998000,31049,191,,266,NH,34,1405,1985
947,,7754,23,22675,2338,1027000,32767,221,,242,NH,34,1433,1986
988,,7344,32,24426,2288,1057000,34058,281,,280,NH,34,1581,1987
1090,,7489,25,24964,2498,1097000,34951,276,,231,NH,34,1622,1988
1238,,8157,36,27087,2701,1107000,37945,327,,264,NH,34,1865,1989
750,,8158,21,28111,2707,1109252,38976,386,,302,NH,34,1459,1990
583,,8126,40,26220,2434,1105000,36780,330,,365,NH,34,1318,1991
588,,6909,18,23754,2165,1111000,32828,424,,367,NH,34,1397,1992
721,,5795,23,23153,2183,1125000,31131,499,,307,NH,34,1550,1993
597,,5275,16,22260,2302,1137000,29837,407,,308,NH,34,1328,1994
11089,576.0,25229,378,101459,11324,8978416,138012,1453,1454.0,8940,NJ,35,21861,2016
10880,574.0,23891,324,104025,12170,9005644,140086,0,1505.0,7895,NJ,35,20604,2017
12919,826.0,42338,388,122662,16481,8867749,181481,1035,,11385,NJ,35,25727,2012
21307,,63259,338,193961,46437,7988000,303657,1976,,18838,NJ,35,42459,1996
20650,,60894,337,184979,41165,8053000,287038,1729,,16957,NJ,35,39673,1997
18663,,54459,325,171166,35185,8115000,260810,1623,,15109,NJ,35,35720,1998
17601,,46998,287,160978,35357,8143412,243333,1409,,14243,NJ,35,33540,1999
17099,,43924,289,155562,34151,8414350,233637,1357,,13553,NJ,35,32298,2000
17370,,46812,336,156031,37708,8511116,240551,1278,,14110,NJ,35,33094,2001
16593,,43899,339,148061,35755,8575252,227715,1365,,13955,NJ,35,32252,2002
16452,,43457,406,142287,34606,8642412,220350,1288,,13342,NJ,35,31488,2003
16144,,41030,392,139977,30306,8685166,211313,1331,,13076,NJ,35,30943,2004
16079,,38980,417,136728,27683,8703150,203391,1208,,13215,NJ,35,30919,2005
15562,,39384,427,134687,24749,8724560,198820,1201,,13360,NJ,35,30550,2006
14564,,37234,381,133145,21959,8685920,192338,1032,,12567,NJ,35,28544,2007
14152,,40402,376,138545,20180,8682661,199127,1122,,12701,NJ,35,28351,2008
14114,,36945,319,128303,15504,8707739,180752,1041,,11639,NJ,35,27113,2009
13885,994.0,38732,371,128754,15556,8799593,183042,981,,11818,NJ,35,27055,2010
13608,912.0,43238,380,129066,17415,8834773,189719,1006,,12209,NJ,35,27203,2011
22830,,69533,409,206339,50184,7945000,326056,1927,,22486,NJ,35,47652,1995
11414,604.0,27960,363,105963,11778,8935421,145701,1019,1373.0,9729,NJ,35,22879,2015
12071,640.0,35883,404,118005,13746,8911502,167634,861,1189.0,12084,NJ,35,25748,2013
11188,663.0,31707,352,111534,11704,8938844,154945,953,1280.0,10499,NJ,35,23319,2014
15894,,117421,484,221552,51045,7332000,390018,2037,,18332,NJ,35,36747,1979
19313,,137900,504,234160,53563,7342164,425623,2257,,22299,NJ,35,44373,1980
18997,,128274,542,231846,50573,7401000,410693,2374,,24761,NJ,35,46674,1981
19664,,106418,482,223978,46620,7438000,377016,2149,,22880,NJ,35,45175,1982
18553,,92391,399,206778,45127,7468000,344296,2266,,20086,NJ,35,41304,1983
18593,,79871,402,202181,43179,7515000,325231,2446,,18218,NJ,35,39659,1984
19059,,79923,407,213907,50237,7562000,344067,2424,,19282,NJ,35,41172,1985
20220,,81595,399,215073,59096,7620000,355764,2531,,20473,NJ,35,43623,1986
20735,,77392,351,219906,64857,7672000,362155,2559,,17862,NJ,35,41507,1987
23055,,75675,411,219086,69046,7720000,363807,2600,,18927,NJ,35,44993,1988
23129,,75548,394,213878,71106,7736000,360532,2449,,21139,NJ,35,47111,1989
24049,,78628,432,219767,72628,7730188,371023,2307,,23269,NJ,35,50057,1990
23848,,78821,406,221544,71847,7760000,372212,2259,,22744,NJ,35,49257,1991
23740,,75508,397,206686,63524,7789000,345718,2392,,22216,NJ,35,48745,1992
23438,,76738,418,195876,56253,7879000,328867,2215,,23319,NJ,35,49390,1993
23414,,72074,396,195618,52164,7904000,319856,1972,,22762,NJ,35,48544,1994
10182,421.0,17280,139,52907,11743,2085432,81930,1526,1527.0,2737,NM,36,14585,2016
11230,334.0,17917,148,52617,11772,2088070,82306,0,1259.0,3722,NM,36,16359,2017
10332,,23586,197,65139,9973,1713000,98698,1088,,2782,NM,36,14399,1996
10790,,25126,134,67188,12407,1730000,104721,872,,2966,NM,36,14762,1997
12714,,24213,190,65031,10767,1737000,100011,957,,2839,NM,36,16700,1998
10827,,21481,170,59613,8126,1739844,89220,944,,2579,NM,36,14520,1999
10230,,21339,135,57925,7341,1819046,86605,922,,2499,NM,36,13786,2000
10644,,19552,99,56406,7137,1830935,83095,850,,2695,NM,36,14288,2001
10334,,19634,152,53406,7437,1852044,80477,1027,,2206,NM,36,13719,2002
9542,,18997,116,50595,7224,1878562,76816,940,,1937,NM,36,12535,2003
9811,,19924,169,52069,7902,1903006,79895,1039,,2062,NM,36,13081,2004
9370,,20939,144,50707,7929,1925985,79575,1041,,1893,NM,36,12448,2005
9495,,20906,134,45864,9230,1954599,76000,1073,,2095,NM,36,12797,2006
9777,,20823,183,45442,8903,1969915,75168,1028,,2323,NM,36,13311,2007
9537,,20706,161,46995,8017,1984356,75718,1118,,2151,NM,36,12967,2008
9510,,21955,198,46182,6502,2009671,74639,1069,,1932,NM,36,12709,2009
9432,420.0,21023,140,44503,5250,2065913,70776,959,,1616,NM,36,12147,2010
9170,435.0,21419,158,46730,5400,2078674,73549,856,,1720,NM,36,11904,2011
8740,445.0,21384,116,48247,5463,2083540,75094,957,,1847,NM,36,11660,2012
9470,379.0,21828,123,51146,5984,2086895,78958,1135,1565.0,1832,NM,36,12990,2013
8797,414.0,18505,101,49082,6290,2085567,73877,1070,1481.0,2086,NM,36,12465,2014
10098,,24383,148,61478,8647,1685000,94508,954,,2604,NM,36,13804,1995
9407,329.0,17084,117,51485,8643,2080328,77212,1218,1663.0,2485,NM,36,13672,2015
5034,,18385,154,41745,4433,1241000,64563,582,,1502,NM,36,7272,1979
5579,,19335,170,45613,4542,1295474,69490,561,,1657,NM,36,7967,1980
6266,,21405,151,47252,4712,1327000,73369,628,,1868,NM,36,8913,1981
7453,,22135,158,53402,4279,1359000,79816,656,,1715,NM,36,9982,1982
7218,,21813,124,53077,4285,1399000,79175,671,,1595,NM,36,9608,1983
7029,,23349,130,51195,4564,1424000,79108,783,,1856,NM,36,9798,1984
7324,,25432,158,53398,5013,1450000,83843,722,,2003,NM,36,10207,1985
7952,,27283,170,54906,5077,1479000,87266,693,,1916,NM,36,10731,1986
7004,,26815,152,56777,5183,1500000,88775,646,,1625,NM,36,9427,1987
7628,,27737,173,56192,5888,1510000,89817,580,,1557,NM,36,9938,1988
8314,,26146,132,58201,5346,1528000,89693,702,,1607,NM,36,10755,1989
9185,,26343,139,58004,5101,1515069,89448,753,,1744,NM,36,11821,1990
10086,,26672,163,58441,5361,1548000,90474,811,,1862,NM,36,12922,1991
11448,,23896,141,57072,5974,1581000,86942,990,,2202,NM,36,14781,1992
11815,,22966,130,56723,6547,1616000,86236,842,,2237,NM,36,15024,1993
11336,,21945,177,57343,8350,1654000,87638,866,,2329,NM,36,14708,1994
45095,1061.0,39850,629,250990,14384,19836286,305224,6260,6281.0,22310,NY,38,74315,2016
43819,1101.0,35002,548,252143,13410,19849399,300555,0,6324.0,20108,NY,38,70799,2017
64857,,129828,1353,399522,89900,18185000,619250,4174,,61822,NY,38,132206,1996
63628,,118306,1093,386435,79697,18137000,584438,4075,,56094,NY,38,124890,1997
62023,,104821,924,363295,68171,18175000,536287,3843,,49125,NY,38,115915,1998
58860,,93217,903,338118,58261,18196601,489596,3563,,43821,NY,38,107147,1999
60090,,87946,952,340901,54231,18976457,483078,3530,,40539,NY,38,105111,2000
56961,,80400,960,329316,48287,19084350,458003,3546,,36555,NY,38,98022,2001
53583,,76700,909,318025,47366,19134293,442091,3885,,36653,NY,38,95030,2002
48987,,75453,934,311422,45204,19212425,432079,3775,,35790,NY,38,89486,2003
46911,,70696,889,311036,41002,19280727,422734,3608,,33506,NY,38,84914,2004
46150,,68034,874,302220,35736,19315721,405990,3636,,35179,NY,38,85839,2005
45467,,68617,922,297827,32133,19306183,398577,3168,,34459,NY,38,84016,2006
45144,,64914,805,290681,28029,19297729,383624,2928,,31085,NY,38,79962,2007
42125,,65544,836,297962,25093,19490297,388599,2798,,31787,NY,38,77546,2008
43606,,62769,781,292897,21871,19541453,377537,2582,,28141,NY,38,75110,2009
44197,1193.0,65839,868,293232,20639,19395206,379710,2797,,28630,NY,38,76492,2010
45538,1408.0,65227,769,287361,19249,19501616,371837,2751,,28405,NY,38,77463,2011
47382,1583.0,64389,683,293562,17317,19576125,375268,2837,,28633,NY,38,79535,2012
74351,,146562,1550,425184,102596,18136000,674342,4290,,72492,NY,38,152683,1995
44493,1001.0,44117,613,257837,15271,19747183,317225,4414,6141.0,23879,NY,38,75126,2015
46130,1169.0,56444,644,286676,15483,19695680,358603,2575,3548.0,27241,NY,38,77563,2013
45295,1086.0,50738,616,272624,15751,19748858,339113,4316,6025.0,24036,NY,38,75972,2014
60949,,308302,2092,500589,124343,17649000,933234,5394,,93471,NY,38,161906,1979
60329,,360925,2228,535783,133041,17506690,1029749,5405,,112273,NY,38,180235,1980
60189,,350422,2166,539486,136849,17594000,1026757,5479,,120344,NY,38,188178,1981
59818,,295245,2013,534244,137880,17659000,967369,5159,,107843,NY,38,174833,1982
59452,,249115,1958,504346,127861,17667000,881322,5296,,94783,NY,38,161489,1983
64872,,222956,1786,488621,115392,17735000,826969,5599,,89900,NY,38,162157,1984
68270,,219633,1683,502276,106537,17783000,828446,5706,,89706,NY,38,165365,1985
76528,,217010,1907,519570,113247,17772000,849827,5415,,91360,NY,38,175210,1986
82417,,216826,2016,539175,125329,17825000,881330,5537,,89721,NY,38,179691,1987
91239,,218060,2244,560887,153898,17898000,932845,5479,,97434,NY,38,196396,1988
91571,,211130,2246,544459,171007,17950000,926596,5242,,103983,NY,38,203042,1989
92105,,208813,2605,536012,187591,17990455,932416,5368,,112380,NY,38,212458,1990
90186,,204499,2571,531681,181287,18058000,917467,5085,,112342,NY,38,210184,1991
87608,,193548,2397,495708,168922,18119000,858178,5152,,108154,NY,38,203311,1992
85802,,181709,2420,481166,151949,18197000,814824,5008,,102122,NY,38,195352,1993
82100,,164650,2016,452322,128873,18169000,745845,4700,,86617,NY,38,175433,1994
24906,1331.0,72082,678,190377,15306,10156689,277765,2849,2847.0,9336,NC,32,37767,2016
24708,1245.0,64786,591,180902,15798,10273419,261486,0,2715.0,9350,NC,32,37364,2017
28159,,98539,619,238511,24566,7323000,361616,2289,,12001,NC,32,43068,1996
29292,,100002,614,238228,24442,7425000,362672,2348,,12817,NC,32,45071,1997
28667,,99951,612,233325,24616,7546000,357892,2311,,12133,NC,32,43723,1998
26680,,98457,552,230463,25577,7650789,354497,2155,,12087,NC,32,41474,1999
24715,,97888,560,232767,25266,8049313,355921,2181,,12595,NC,32,40051,2000
24573,,101889,505,237241,24647,8206105,363777,2083,,13304,NC,32,40465,2001
24169,,99535,548,229307,24866,8305820,353708,2196,,12205,NC,32,39118,2002
23369,,100687,506,232081,26892,8421190,359660,2139,,12229,NC,32,38243,2003
23591,,101193,532,227147,26988,8540468,355328,2339,,11782,NC,32,38244,2004
25128,,104298,585,221091,28466,8672459,353855,2302,,12635,NC,32,40650,2005
25586,,107333,539,227114,30102,8856505,364549,2495,,13468,NC,32,42088,2006
25727,,108700,584,233241,27952,9061032,369893,2386,,13534,NC,32,42231,2007
25907,,111556,599,234480,26727,9222414,372763,2296,,14323,NC,32,43125,2008
23326,,107830,489,215923,19954,9380884,343707,2306,,11825,NC,32,37946,2009
22583,1806.0,102826,474,208057,18319,9560234,329202,2002,,9620,NC,32,34679,2010
21516,1726.0,105534,498,215453,16819,9651103,337806,1959,,9448,NC,32,33421,2011
22609,1806.0,99323,479,213151,16120,9748364,328594,1984,,9392,NC,32,34464,2012
21325,1468.0,90182,463,201043,14406,9848917,305631,1790,2524.0,9275,NC,32,33587,2013
21377,1512.0,79266,498,192609,13623,9940387,285498,1738,2432.0,8411,NC,32,32718,2014
30615,,101995,677,234911,22350,7195000,359256,2320,,12896,NC,32,46508,1995
22805,1293.0,74760,517,187732,13423,10035186,275915,1886,2591.0,8821,NC,32,34734,2015
18945,,72687,600,134903,12523,5606000,220113,1137,,4327,NC,32,25009,1979
19836,,83150,619,148804,12631,5843665,244585,1324,,4810,NC,32,26589,1980
19285,,79545,541,151679,11788,5951000,243012,1351,,4809,NC,32,25986,1981
19830,,78787,545,156701,11105,6019000,246593,1322,,5168,NC,32,26865,1982
18249,,72348,490,147068,10124,6082000,229540,1332,,4840,NC,32,24911,1983
18404,,69747,539,143700,10990,6165000,224437,1330,,4612,NC,32,24885,1984
19426,,71985,520,147530,11950,6255000,231465,1488,,4893,NC,32,26327,1985
22389,,77557,515,153378,13186,6331000,244121,1673,,5551,NC,32,30128,1986
22634,,86964,519,165841,14352,6413000,267157,1863,,6023,NC,32,31039,1987
23325,,90791,510,177426,16340,6526000,284557,1833,,7085,NC,32,32753,1988
24584,,98792,584,191783,18748,6571000,309323,1964,,8770,NC,32,35902,1989
28267,,101444,711,202059,18803,6628637,322306,2272,,10082,NC,32,41332,1990
29265,,114009,769,218192,20167,6737000,352368,2331,,11990,NC,32,44355,1991
30638,,113117,723,217717,19613,6843000,350447,2455,,12784,NC,32,46600,1992
30650,,105270,785,220071,20036,6945000,345377,2379,,13364,NC,32,47178,1993
30391,,104118,772,225937,21342,7070000,351397,2334,,12811,NC,32,46308,1994
1352,93.0,3248,16,12249,1954,755548,17451,342,356.0,181,ND,33,1905,2016
301,,1991,14,13433,1224,644000,16648,155,,71,ND,33,541,1996
353,,2300,6,13367,1154,641000,16821,159,,41,ND,33,559,1997
286,,2274,7,13134,1127,638000,16535,212,,65,ND,33,570,1998
216,,2337,10,11375,1036,633666,14748,142,,56,ND,33,424,1999
294,,2093,4,11092,986,642200,14171,169,,56,ND,33,523,2000
274,,2165,7,11583,1086,636550,14834,164,,60,ND,33,505,2001
270,,2243,5,11501,1018,633911,14762,163,,58,ND,33,496,2002
286,,1959,9,10327,1078,633400,13364,160,,53,ND,33,508,2003
330,,2040,8,9516,937,636308,12493,177,,43,ND,33,558,2004
460,,2043,12,9732,1073,634605,12848,180,,54,ND,33,706,2005
925,,2601,14,9672,1086,635867,13359,241,,75,ND,33,1255,2006
999,,2314,17,9500,982,639715,12796,252,,75,ND,33,1343,2007
1026,,2336,11,9782,911,641481,13029,331,,73,ND,33,1441,2008
1308,,2426,12,9474,913,646844,12813,296,,107,ND,33,1723,2009
1203,82.0,2000,10,9137,873,674629,12010,245,,90,ND,33,1548,2010
1318,79.0,2458,24,9891,985,684740,13334,266,,91,ND,33,1699,2011
1292,103.0,2429,25,10687,1181,701345,14297,279,,127,ND,33,1723,2012
1421,207.0,2751,23,11559,1547,740040,15857,275,382.0,175,ND,33,2001,2014
1533,110.0,2942,10,11887,1773,755393,16602,0,399.0,183,ND,33,2125,2017
340,,2248,6,14421,1148,641000,17817,146,,64,ND,33,556,1995
1378,78.0,3296,21,12686,1734,756835,17716,285,391.0,159,ND,33,1949,2015
1447,150.0,2979,16,10942,1435,723857,15356,288,355.0,161,ND,33,1979,2013
274,,3029,10,13607,1067,657000,17703,54,,65,ND,33,403,1979
232,,3186,8,14629,1169,652437,18984,62,,50,ND,33,352,1980
287,,3294,15,14859,1084,658000,19237,57,,85,ND,33,444,1981
258,,3074,5,13314,940,670000,17328,66,,85,ND,33,414,1982
213,,2967,14,13983,878,680000,17828,85,,53,ND,33,365,1983
217,,2738,8,13856,760,686000,17354,90,,53,ND,33,368,1984
221,,2925,7,14297,810,685000,18032,50,,44,ND,33,322,1985
215,,2615,7,13914,814,679000,17343,79,,47,ND,33,348,1986
258,,3060,10,14768,828,672000,18656,63,,51,ND,33,382,1987
252,,2902,12,14007,786,663000,17695,74,,54,ND,33,392,1988
274,,2369,4,13370,746,660000,16485,78,,61,ND,33,417,1989
303,,2725,5,14621,850,638800,18196,114,,50,ND,33,472,1990
241,,2367,7,14154,805,635000,17326,116,,51,ND,33,415,1991
320,,2487,12,14498,950,636000,17935,148,,50,ND,33,530,1992
309,,2370,11,14073,944,635000,17387,149,,53,ND,33,522,1993
301,,2070,1,13899,964,638000,16933,149,,71,ND,33,522,1994
16748,2537.0,67081,683,214102,19762,11622554,300945,5589,5754.0,12574,OH,39,35759,2016
16509,1457.0,58573,710,203208,20253,11658609,282034,0,5859.0,11605,OH,39,34683,2017
16228,,100183,590,279051,41471,11470685,420705,4671,,18673,OH,39,40162,2005
24405,,93336,538,311071,45528,11173000,449935,4617,,18336,OH,39,47896,1996
25862,,94972,523,315908,45419,11186000,455799,4566,,17755,OH,39,48706,1997
20682,,90805,443,310612,43021,11209000,444438,4543,,14960,OH,39,40628,1998
16685,,87023,397,288049,39192,11256654,414264,4129,,14405,OH,39,35616,1999
17636,,88636,418,293277,39026,11353140,420939,4271,,15610,OH,39,37935,2000
17906,,96910,452,295976,42229,11389785,435115,4466,,17199,OH,39,40023,2001
16922,,99164,526,287045,42767,11408699,428976,4809,,17871,OH,39,40128,2002
16104,,95083,526,281383,41017,11437680,417483,4660,,16895,OH,39,38185,2003
16108,,96518,506,282168,40651,11450143,419337,4744,,17429,OH,39,38787,2004
16743,,105639,560,279718,37977,11478006,423334,4770,,19418,OH,39,41491,2006
17218,,99049,529,264677,33955,11466917,397681,4661,,18351,OH,39,40759,2007
16652,,102428,547,260788,28451,11485910,391667,4531,,18706,OH,39,40436,2008
15989,,104009,527,249777,22660,11542645,376446,4119,,17670,OH,39,38305,2009
15611,3252.0,107125,479,248581,21130,11537968,376836,3730,,16486,OH,39,36306,2010
15048,3084.0,112901,500,246744,20927,11541007,380572,3679,,15991,OH,39,35218,2011
15140,3555.0,105312,478,245372,19751,11553031,370435,3813,,15396,OH,39,34827,2012
28433,,93539,600,297624,46261,11151000,437424,4835,,19931,OH,39,53799,1995
15793,2446.0,69994,522,216354,17395,11605090,303743,3990,5441.0,12617,OH,39,34373,2015
14370,2657.0,91090,478,227799,19525,11572005,338414,3594,4391.0,14483,OH,39,33722,2013
14658,2161.0,79466,464,224942,18109,11596998,322517,3825,5228.0,12780,OH,39,33130,2014
23909,,138128,865,316162,47099,10731000,501389,3409,,20909,OH,39,49092,1979
24997,,157874,871,327322,45945,10766808,531141,3696,,24082,OH,39,53646,1980
23842,,160951,799,326770,45777,10776000,533498,3339,,25529,OH,39,53509,1981
23418,,141316,676,302962,41190,10791000,485468,3223,,19809,OH,39,47126,1982
21640,,124179,600,280156,37027,10746000,441362,3387,,17132,OH,39,42759,1983
21489,,112887,551,266148,38976,10752000,418011,3734,,15656,OH,39,41430,1984
22179,,104920,554,266066,37896,10744000,408882,3966,,14301,OH,39,41000,1985
25231,,106212,595,276779,40396,10752000,423387,4151,,15283,OH,39,45260,1986
23990,,114580,630,292093,41291,10784000,447964,4305,,16511,OH,39,45436,1987
26381,,112130,585,300355,43405,10872000,455890,4632,,17546,OH,39,49144,1988
26950,,111057,652,306609,47477,10907000,465143,4872,,18635,OH,39,51109,1989
28715,,106575,663,310673,53221,10847115,470469,5075,,20451,OH,39,54904,1990
31393,,115423,783,318933,54744,10939000,489100,5748,,23536,OH,39,61460,1991
29547,,104357,724,299774,51886,11016000,456017,5739,,21925,OH,39,57935,1992
28431,,97394,667,295880,48276,11091000,441550,5444,,21373,OH,39,55915,1993
27216,,96175,662,297792,47413,11102000,441380,5231,,20821,OH,39,53930,1994
12334,780.0,29376,247,76358,12276,3921207,118010,2039,2100.0,3174,OK,40,17855,2016
12550,723.0,28608,242,72207,12251,3930864,113066,0,2142.0,3000,OK,40,17934,2017
14423,,41447,223,109506,15939,3301000,166892,1545,,3519,OK,40,19710,1996
13368,,40015,229,109039,14644,3317000,163698,1517,,3446,OK,40,18560,1997
13258,,38268,204,97593,13565,3347000,149426,1513,,3078,OK,40,18053,1998
12675,,34472,231,93616,12132,3358044,140220,1375,,2785,OK,40,17066,1999
12958,,31661,182,96116,12348,3450654,140125,1422,,2615,OK,40,17177,2000
13309,,34573,185,94537,12569,3469577,141679,1486,,2746,OK,40,17726,2001
12885,,35171,163,100185,12772,3489700,148128,1573,,2966,OK,40,17587,2002
12827,,34846,206,103404,12958,3506469,151208,1501,,3224,OK,40,17758,2003
12802,,35244,186,101271,12957,3523546,149472,1557,,3090,OK,40,17635,2004
