year,state_abbr,state_id,population,aggravated_assault,arson,burglary,homicide,larceny,motor_vehicle_theft,property_crime,rape_legacy,rape_revised,robbery,violent_crime
2015,LA,22,4668960,17416,578.0,35457,492,112520,9731,157708,1246,1733.0,5561,25202
2014,LA,22,4648990,16400,628.0,38541,476,113251,9400,161192,981,1382.0,5725,23983
1979,LA,22,4026000,16161,,56237,682,115856,16421,188514,1554,,8832,27229
1980,LA,22,4199542,17127,,63997,661,121298,15811,201106,1867,,8271,27926
1981,LA,22,4305000,16325,,61756,673,121955,15584,199295,1782,,8698,27478
1982,LA,22,4362000,17472,,62151,698,125701,14637,202489,1740,,9275,29185
1983,LA,22,4438000,17612,,57359,629,123492,13785,194636,1770,,8433,28444
1984,LA,22,4462000,19311,,54711,575,129348,13719,197778,1864,,8501,30251
1985,LA,22,4481000,20313,,59326,487,141739,17130,218195,1782,,8526,31108
1986,LA,22,4501000,21676,,65751,575,153818,19875,239444,1806,,10071,34128
1987,LA,22,4461000,20833,,64441,496,148247,18402,231090,1600,,7987,30916
1988,LA,22,4420000,20259,,63843,512,139141,19929,222913,1702,,9238,31711
1989,LA,22,4382000,21532,,64184,653,152209,22842,239235,1675,,10397,34257
1990,LA,22,4219973,24022,,60677,724,149752,25393,235822,1781,,11387,37914
1991,LA,22,4252000,26120,,60017,720,148334,24381,232732,1738,,11860,40438
1992,LA,22,4287000,28013,,58574,747,152938,26926,238438,1813,,11636,42209
1993,LA,22,4295000,30727,,58768,874,163334,26359,248461,1817,,12182,45600
1994,LA,22,4315000,28060,,55188,856,164081,26219,245488,1923,,11530,42369
1998,ME,25,1244000,1052,,8295,26,26457,1509,36261,225,,263,1566
2009,ME,25,1318301,780,,6729,26,23955,1022,31706,375,,399,1580
2010,ME,25,1327379,796,254.0,7364,24,24547,989,32900,389,,412,1621
2011,ME,25,1328544,848,267.0,7865,26,24886,1078,33829,394,,370,1638
2005,ME,25,1318220,815,,6323,19,24218,1348,31889,326,,323,1483
2006,ME,25,1321574,786,,6846,23,25465,1347,33658,341,,383,1533
2007,ME,25,1317207,804,,6745,20,24228,1276,32249,392,,349,1565
1996,ME,25,1243000,976,,9303,25,29557,1776,40636,260,,292,1553
1997,ME,25,1242000,964,,8241,25,27513,1642,37396,254,,257,1500
1999,ME,25,1253040,897,,7532,25,25392,1694,34618,239,,243,1404
2000,ME,25,1274923,815,,6775,15,23906,1322,32003,320,,247,1397
2001,ME,25,1284470,826,,6898,19,24585,1671,33154,326,,264,1435
2002,ME,25,1294894,735,,6965,14,24591,1429,32985,377,,270,1396
2003,ME,25,1309205,763,,6579,16,24043,1456,32078,354,,289,1422
2004,ME,25,1314985,742,,6341,18,24096,1303,31740,315,,289,1364
2008,ME,25,1316456,829,,6559,31,24695,1179,32433,379,,333,1572
2012,ME,25,1328501,808,239.0,7476,26,24931,991,33398,372,,420,1626
2014,ME,25,1330256,889,103.0,5035,21,20591,801,26427,346,484.0,304,1698
2016,ME,25,1330232,948,217.0,4001,20,17131,776,21908,412,413.0,268,1649
2017,ME,25,1335907,872,153.0,3334,23,16006,793,20133,0,473.0,249,1617
1995,ME,25,1241000,1007,,9015,25,28444,1673,39132,265,,334,1631
2015,ME,25,1329453,931,92.0,4694,23,18853,814,24361,337,461.0,311,1726
2013,ME,25,1328702,907,154.0,6480,24,23063,911,30454,366,495.0,335,1761
1979,ME,25,1097000,1710,,12592,31,29828,2610,45030,131,,349,2221
1980,ME,25,1123670,1650,,13291,32,31151,2462,46904,145,,346,2173
1981,ME,25,1132000,1665,,14081,36,29545,2194,45820,145,,368,2214
1982,ME,25,1133000,1326,,11862,24,27863,2159,41884,152,,345,1847
1983,ME,25,1146000,1301,,11415,24,27022,1920,40357,193,,311,1829
1984,ME,25,1156000,1352,,10267,20,26811,1866,38944,155,,305,1832
1985,ME,25,1164000,1471,,10607,28,28260,1922,40789,167,,284,1950
1986,ME,25,1174000,1201,,9433,23,27548,1928,38909,174,,328,1726
1987,ME,25,1187000,1286,,9148,30,28916,2058,40122,186,,304,1806
1988,ME,25,1206000,1326,,9852,37,28928,2469,41249,224,,311,1898
1989,ME,25,1222000,1115,,9810,39,30067,2239,42116,229,,293,1676
1990,ME,25,1227928,1179,,10106,30,31372,2169,43647,242,,308,1759
1991,ME,25,1235000,1066,,11146,15,31737,2017,44900,270,,280,1631
1992,ME,25,1235000,1013,,10156,21,29966,1778,41900,294,,288,1616
1993,ME,25,1239000,945,,8909,20,26945,1665,37519,329,,264,1558
1994,ME,25,1240000,987,,8938,28,28257,1776,38971,318,,278,1611
2003,MD,24,5512310,23593,,38641,525,134372,36405,209418,1358,,13302,38778
2004,MD,24,5561332,24351,,36704,521,129888,35882,202474,1317,,12772,38961
2005,MD,24,5589599,23173,,35922,552,128491,34070,198483,1266,,14378,39369
2008,MD,24,5633597,20570,,38849,493,133983,25333,198165,1127,,13203,35393
2010,MD,24,5785681,18899,1597.0,36704,426,118578,18027,173309,1228,,11054,31607
2006,MD,24,5615727,22011,,37459,546,127502,30523,195484,1178,,14376,38111
2007,MD,24,5618344,21072,,37095,554,127308,28393,192796,1179,,13258,36063
1996,MD,24,5072000,24793,,50331,588,173817,36083,260231,1905,,19944,47230
1997,MD,24,5094000,23654,,47918,502,166256,30668,244842,1814,,17157,43127
1998,MD,24,5135000,23337,,47393,513,159019,28212,234624,1714,,15339,40903
1999,MD,24,5171634,22795,,43230,465,147296,25447,215973,1551,,13636,38447
2000,MD,24,5296486,26130,,39426,430,145423,28573,213422,1543,,13560,41663
2001,MD,24,5386079,26668,,41553,446,145934,32025,219512,1449,,13525,42088
2002,MD,24,5450525,26715,,39765,513,143320,34020,217105,1370,,13417,42015
2009,MD,24,5699478,20022,,36905,440,125771,19619,182295,1156,,12007,33625
2011,MD,24,5839572,16876,1474.0,35823,399,114951,16072,166846,1200,,10342,28817
2012,MD,24,5884868,16303,1367.0,33803,373,113550,14956,162309,1237,,10173,28086
2014,MD,24,5975346,15208,989.0,28134,362,109140,13116,150390,1144,1632.0,9565,26767
2016,MD,24,6024752,15841,972.0,24832,536,100995,13889,139716,1756,1827.0,10815,29019
2017,MD,24,6052177,16836,945.0,23508,546,97420,13568,134496,0,1691.0,11200,30273
1995,MD,24,5042000,25697,,53320,596,178126,36179,267625,2130,,21334,49757
2015,MD,24,5994983,15819,968.0,26432,538,102701,13414,142547,1209,1717.0,10111,28185
2013,MD,24,5938737,16124,1205.0,31950,384,112551,13417,157918,1179,1679.0,10048,28235
1979,MD,24,4149000,17225,,62630,406,145297,20232,228159,1636,,13740,33007
1980,MD,24,4192211,17194,,71183,399,152144,18887,242214,1681,,16461,35735
1981,MD,24,4261000,17640,,70740,421,152405,18480,241625,1654,,18085,37800
1982,MD,24,4265000,18849,,60547,432,142903,16724,220174,1596,,15377,36254
1983,MD,24,4304000,18007,,52697,367,127443,15688,195828,1412,,14950,34736
1984,MD,24,4349000,19364,,51484,354,123567,17274,192325,1640,,13097,34455
1985,MD,24,4392000,21335,,52995,348,126077,20246,199318,1700,,13272,36655
1986,MD,24,4463000,21263,,55593,401,132904,24334,212831,1944,,13569,37177
1987,MD,24,4535000,19425,,52718,436,134485,26386,213589,1795,,13164,34820
1988,MD,24,4644000,21302,,54735,449,141509,31213,227457,1721,,13994,37466
1989,MD,24,4694000,22236,,52735,544,137043,31177,220955,1783,,15589,40152
1990,MD,24,4781468,23809,,53549,552,147407,33886,234842,2185,,17394,43940
1991,MD,24,4860000,23888,,56258,569,163524,35517,255299,2229,,19783,46469
1992,MD,24,4908000,25157,,55520,596,165244,35654,256418,2278,,21054,49085
1993,MD,24,4965000,25141,,56246,632,163471,33930,253647,2185,,21582,49540
1994,MD,24,5006000,24696,,52234,579,168608,38197,259039,2035,,20147,47457
2016,MA,23,6823721,18334,442.0,19204,135,79155,8071,106430,2128,2141.0,5365,25975
2017,MA,23,6859819,17319,380.0,17089,173,73946,7540,98575,0,2197.0,4871,24560
2005,MA,23,6433367,19878,,34728,178,98079,18920,151727,1751,,7837,29644
2006,MA,23,6437193,22178,,35243,188,100725,17975,153943,1771,,8080,32217
2004,MA,23,6407382,20040,,34497,171,101605,22048,158150,1794,,7484,29489
1996,MA,23,6092000,29420,,42896,157,119562,32178,194636,1767,,7778,39122
1997,MA,23,6118000,30969,,40491,119,115494,29452,185437,1647,,6676,39411
2000,MA,23,6349097,22594,,30600,125,105425,25876,161901,1696,,5815,30230
2001,MA,23,6401164,22110,,32430,143,106821,27828,167079,1856,,6476,30585
2002,MA,23,6421800,22018,,33243,173,107922,26588,167753,1777,,7169,31137
2003,MA,23,6420357,20378,,34963,140,104069,25511,164543,1848,,8011,30377
2007,MA,23,6449755,19636,,35767,187,103925,15051,154743,1643,,7021,28487
2008,MA,23,6497967,21143,,36251,166,106913,12755,155919,1751,,7077,30137
2009,MA,23,6593587,21129,,34515,173,106799,11864,153178,1734,,7467,30503
2010,MA,23,6555466,21842,657.0,37903,214,105124,11469,154496,1784,,6897,30737
2011,MA,23,6607003,19626,564.0,36403,184,101644,10782,148829,1654,,6768,28232
2012,MA,23,6645303,18721,615.0,34635,121,99453,9237,143325,1650,,6555,27047
2013,MA,23,6708874,18118,512.0,30716,138,97437,9121,137274,1722,2303.0,6705,27264
2014,MA,23,6755124,18277,480.0,24951,133,92226,8304,125481,1625,2202.0,6077,26689
1998,MA,23,6147000,30443,,37333,124,109275,26403,173011,1687,,5938,38192
1999,MA,23,6175169,26307,,32964,122,108845,25628,167437,1663,,5931,34023
1995,MA,23,6074000,30626,,49669,217,135586,36716,221971,1759,,9137,41739
2015,MA,23,6784240,18974,386.0,21826,131,84676,8045,114547,1538,2082.0,5266,26453
1979,MA,23,5769000,17286,,92570,212,152135,66051,310756,1428,,11724,30650
1980,MA,23,5728288,19158,,99697,232,153849,60241,313787,1562,,13492,34444
1981,MA,23,5770000,18850,,95080,210,147691,57657,300428,1580,,15633,36273
1982,MA,23,5781000,18989,,82212,219,146933,55995,285140,1464,,12359,33031
1983,MA,23,5767000,19543,,72291,203,133883,49533,255707,1495,,12023,33264
1984,MA,23,5798000,18402,,63756,211,123214,48705,235675,1627,,10122,30362
1985,MA,23,5822000,18424,,65231,202,130088,50346,245665,1734,,10974,31334
1986,MA,23,5832000,19298,,62455,208,127668,52866,242989,1731,,11239,32476
1987,MA,23,5855000,20640,,62056,173,127939,54110,244105,1868,,10379,33060
1988,MA,23,5871000,23940,,62307,208,141933,52399,256639,1876,,10352,36376
1989,MA,23,5913000,25797,,63004,254,146925,53851,263780,1881,,11980,39912
1990,MA,23,6016425,28965,,66942,243,151933,55567,274442,2030,,13062,44300
1991,MA,23,5996000,30294,,69977,249,149930,55083,274990,1926,,11669,44138
1992,MA,23,5998000,33288,,64318,214,141610,47416,253344,2166,,11059,46727
1993,MA,23,6012000,35591,,60220,233,136548,49063,245831,2006,,10563,48393
1994,MA,23,6041000,30550,,53222,214,129962,42348,225532,1825,,10160,42749
2016,MI,26,9933445,30779,1775.0,39738,612,130249,20262,190249,7125,7268.0,7123,45782
2017,MI,26,9962311,30738,1958.0,35641,569,124104,19573,179318,0,7031.0,6488,44826
1999,MI,26,9863775,37062,,76736,695,236351,56800,369887,4849,,14103,56709
1996,MI,26,9594000,37856,,85908,722,276909,67203,430020,5466,,16907,60951
1997,MI,26,9774000,36900,,80726,759,276863,65327,422916,5070,,14934,57663
1998,MI,26,9817000,39987,,82249,721,258186,58338,398773,4946,,15293,60947
2000,MI,26,9938444,35753,,69790,669,227783,55724,353297,5025,,13712,55159
2001,MI,26,10006266,36551,,72038,672,226708,53607,352353,5264,,12937,55424
2002,MI,26,10043221,36417,,70970,678,214367,49723,335060,5364,,11847,54306
2003,MI,26,10082364,34214,,68316,612,208538,53711,330565,5470,,11254,51550
2004,MI,26,10104206,32276,,64233,643,194988,50584,309805,5482,,11336,49737
2005,MI,26,10100833,36760,,70527,629,194090,48275,312892,5199,,13348,55936
2006,MI,26,10095643,36684,,76313,721,199183,50098,325594,5347,,14229,56981
2007,MI,26,10071822,35147,,75273,661,191289,41988,308550,4592,,13365,53765
2008,MI,26,10003422,33205,,74787,554,184558,35755,295100,4507,,13246,51512
2009,MI,26,9969727,32251,,76046,623,178628,29345,284019,4524,,12427,49825
2010,MI,26,9877143,31858,3005.0,74345,580,169748,27408,271501,4733,,11522,48693
2011,MI,26,9876801,28507,2663.0,69755,617,156666,24908,251329,4344,,10263,43731
2012,MI,26,9882519,29203,2425.0,65560,701,158609,25080,249249,4635,,10423,44962
2014,MI,26,9916306,27610,1705.0,44328,544,137142,21222,202692,4500,6364.0,8037,42555
1995,MI,26,9549000,41070,,86872,808,280712,61639,429223,5917,,17885,65680
2015,MI,26,9917715,26599,2023.0,40375,585,132019,18797,191191,4782,6710.0,7818,41712
2013,MI,26,9898193,27254,1999.0,56256,625,149794,24085,230135,4506,6785.0,10093,44757
1979,MI,26,9208000,31406,,138806,834,315211,55440,509457,4100,,20218,56558
1980,MI,26,9228128,31251,,160688,940,342384,53979,557051,4304,,22519,59014
1981,MI,26,9201000,30143,,171331,861,341805,58446,571582,4366,,23688,59058
1982,MI,26,9109000,30034,,165155,827,330031,63009,558195,4246,,24699,59806
1983,MI,26,9069000,33125,,153438,910,302118,66894,522450,5085,,25873,64993
1984,MI,26,9075000,34388,,149209,879,298192,78578,525979,5880,,27832,68979
1985,MI,26,9088000,32984,,138792,1018,297827,75233,511852,6140,,26572,66714
1986,MI,26,9145000,38768,,138040,1032,308894,73193,520127,6167,,27550,73517
1987,MI,26,9200000,39022,,133602,1124,319470,69182,522254,6184,,25442,71772
1988,MI,26,9300000,39085,,122254,1009,305693,68920,496867,6462,,22424,68980
1989,MI,26,9273000,37527,,113579,993,307096,67007,487682,6624,,20616,65760
1990,MI,26,9295297,43536,,106275,971,311153,66336,483764,7209,,21752,73468
1991,MI,26,9368000,44061,,111126,1009,324985,63670,499781,7372,,22790,75232
1992,MI,26,9437000,43282,,98257,938,299486,59057,456800,7550,,20902,72672
1993,MI,26,9478000,44747,,93143,933,290333,58291,441767,6740,,22601,75021
1994,MI,26,9496000,43371,,91849,927,290172,62304,444325,6720,,21733,72751
1979,MI,26,2406000,5259,,23428,302,36006,4013,63447,523,,1702,7786
1980,MI,26,2511491,5569,,29612,365,43142,4480,77234,619,,2035,8588
1981,MI,26,2530000,4670,,29614,319,47587,4588,81789,658,,2059,7706
1982,MI,26,2551000,4619,,30200,358,49504,3918,83622,675,,1863,7515
1983,MI,26,2587000,4699,,26479,290,45584,3677,75740,616,,1650,7255
1984,MI,26,2598000,4787,,25464,252,42952,3753,72169,715,,1572,7326
1985,MI,26,2613000,4470,,26701,276,47478,4075,78254,698,,1635,7079
1986,MI,26,2625000,4526,,28242,295,48430,3940,80612,678,,1697,7196
1987,MI,26,2625000,4549,,31537,269,47433,4212,83182,767,,1496,7081
1988,MI,26,2627000,5340,,33651,225,47818,4371,85840,951,,2028,8544
1989,MI,26,2621000,4833,,30018,253,49266,4696,83980,1017,,2053,8156
1990,MI,26,2573216,5094,,32196,313,53266,5341,90803,1134,,2217,8758
1991,MI,26,2592000,5539,,34524,332,57373,7420,99317,1199,,3015,10085
1992,MI,26,2614000,6023,,33533,320,58851,8797,101181,1166,,3254,10763
1993,MI,26,2643000,6302,,33985,357,62467,8856,105308,1125,,3683,11467
1994,MI,26,2669000,7220,,34493,409,70621,10810,115924,1212,,4336,13177
2016,MN,27,5525050,7185,497.0,18582,101,90421,8720,117723,2348,2349.0,3730,13365
2017,MN,27,5576606,7172,525.0,18787,113,93446,9979,122212,0,2385.0,3621,13291
1996,MN,27,4658000,7903,,35515,167,138671,17923,192109,2327,,5385,15782
1997,MN,27,4686000,7879,,35265,129,137872,17869,191006,2446,,5373,15827
1998,MN,27,4725000,7806,,32486,121,128689,15366,176541,2358,,4371,14656
1999,MN,27,4775508,6996,,27706,134,117736,13275,158717,2038,,3917,13085
2000,MN,27,4919479,7709,,26116,151,118250,13432,157798,2240,,3713,13813
2001,MN,27,4984535,7032,,25496,119,124519,15031,165046,2236,,3758,13145
2002,MN,27,5024791,7106,,28034,112,122150,13842,164026,2273,,3937,13428
2003,MN,27,5064172,7191,,27698,127,116216,13749,157663,2092,,3906,13316
2004,MN,27,5096546,7445,,28048,113,113453,13518,155019,2123,,4070,13751
2005,MN,27,5126739,8146,,29716,115,114304,14281,158301,2258,,4724,15243
2006,MN,27,5167101,8830,,30306,126,115693,13277,159276,1645,,5441,16042
2007,MN,27,5197621,8295,,29717,116,115892,12648,158257,1873,,4770,15054
2008,MN,27,5220393,7759,,26558,110,112764,10195,149517,1805,,4179,13853
2010,MN,27,5310658,7233,798.0,24415,96,103429,8587,136431,1798,,3388,12515
2011,MN,27,5347299,6750,781.0,25681,75,102354,8148,136183,2113,,3385,12323
2012,MN,27,5379646,7207,942.0,25378,99,104316,8458,138152,1638,,3475,12419
2009,MN,27,5266214,7392,,25580,74,105160,8546,139286,1789,,3619,12874
1995,MN,27,4610000,7939,,36756,182,138414,15741,190911,2593,,5702,16416
2015,MN,27,5482435,7094,598.0,19299,133,94704,7981,121984,1679,2321.0,3771,13319
2013,MN,27,5422060,6908,728.0,22713,114,100514,7966,131193,1453,2014.0,3674,12710
2014,MN,27,5457125,6729,641.0,20773,88,96237,8367,125377,1448,2001.0,3687,12505
1979,MN,27,4060000,4255,,45183,93,110827,13366,169376,871,,3754,8973
1980,MN,27,4061235,4177,,50602,106,123050,12016,185668,942,,4025,9250
1981,MN,27,4090000,3937,,52253,85,121834,10300,184387,1056,,4266,9344
1982,MN,27,4133000,3841,,48855,95,116375,9818,175048,938,,4188,9062
1983,MN,27,4144000,3615,,44571,69,106034,8663,159268,927,,3298,7909
1984,MN,27,4162000,4717,,41242,74,101240,8600,151082,1051,,2960,8802
1985,MN,27,4193000,5823,,42663,88,108954,10980,162597,1242,,3598,10751
1986,MN,27,4214000,6249,,42319,105,117371,12142,171832,1338,,4299,11991
1987,MN,27,4246000,6213,,45384,112,125686,12798,183868,1439,,4354,12118
1988,MN,27,4306000,6950,,39167,124,119526,14609,173302,1337,,4079,12490
1989,MN,27,4353000,6947,,39042,111,122673,16537,178252,1363,,4128,12549
1990,MN,27,4375099,7731,,39691,117,129500,15994,185185,1487,,4057,13392
1991,MN,27,4432000,7768,,37832,131,131330,16106,185268,1762,,4345,14006
1992,MN,27,4480000,8248,,39859,150,134750,15911,190520,1840,,4906,15144
1993,MN,27,4517000,7943,,38147,155,129727,15473,183347,2796,,5092,15986
1994,MN,27,4567000,8155,,36157,147,131344,14355,181856,2725,,5370,16397
2016,MS,29,2985415,4459,327.0,23489,237,54725,4307,82521,1277,1282.0,2433,8411
2017,MS,29,2984100,5119,215.0,24710,245,52240,4631,81581,0,1091.0,2071,8526
2012,MS,29,2986450,4460,339.0,28084,213,51520,4329,83933,819,,2277,7769
1996,MS,29,2716000,8333,,30755,301,69299,9527,109581,981,,3646,13261
1997,MS,29,2731000,7644,,32429,358,71887,9328,113644,1065,,3741,12808
1998,MS,29,2752000,6567,,31498,315,68525,9322,109345,1026,,3394,11302
1999,MS,29,2768619,5211,,29109,213,65919,13532,108560,1156,,3091,9671
2000,MS,29,2844658,6290,,26918,255,69758,6968,103644,1019,,2703,10267
2001,MS,29,2859733,5283,,29821,282,70315,9473,109609,1147,,3294,10006
2002,MS,29,2866733,5111,,29593,264,70468,9523,109584,1127,,3356,9858
2003,MS,29,2882594,4974,,29564,267,68307,8996,106867,1079,,3016,9336
2004,MS,29,2900768,4677,,27661,227,65440,7879,100980,1161,,2503,8568
2005,MS,29,2908496,4365,,26866,214,60873,7492,95231,1147,,2405,8131
2006,MS,29,2910540,4547,,27117,231,57406,8330,92853,1039,,3259,9076
2007,MS,29,2918785,4371,,27223,202,56473,7191,90887,1033,,2896,8502
2008,MS,29,2938618,4669,,25506,236,53730,6252,85488,958,,3079,8942
2009,MS,29,2951996,4297,,29559,194,52329,5439,87327,991,,2969,8451
2010,MS,29,2970072,4087,403.0,30453,204,52784,5359,88596,931,,2777,7999
2011,MS,29,2977457,4418,450.0,30722,232,54179,4908,89809,863,,2496,8009
1995,MS,29,2697000,8628,,30505,348,67967,9723,108195,1054,,3530,13560
2015,MS,29,2989390,4467,269.0,25068,253,56446,4271,85785,851,1158.0,2312,8190
2013,MS,29,2992206,4649,412.0,24969,217,52192,4387,81548,726,1024.0,2413,8303
2014,MS,29,2993443,4585,499.0,23898,259,58515,4474,86887,768,1082.0,2405,8331
2016,MO,28,6091176,22049,1349.0,31716,538,120649,18296,170661,2554,2557.0,6576,31720
2017,MO,28,6113532,22740,1032.0,30081,600,123251,19921,173253,0,2729.0,6351,32420
1996,MO,28,5359000,20528,,47919,433,168870,23992,240781,1566,,9142,31669
2008,MO,28,5911605,20238,,45763,456,150002,20757,216522,1612,,7395,29701
2009,MO,28,5987580,20083,,43591,387,140764,17428,201783,1606,,7437,29513
1997,MO,28,5402000,20811,,46900,426,155472,26517,228889,1525,,8430,31192
1998,MO,28,5439000,20244,,47455,399,160363,24466,232284,1463,,8116,30222
1999,MO,28,5468338,18406,,42476,359,157550,22984,223010,1439,,7149,27353
2000,MO,28,5595211,18123,,41685,347,159539,24695,225919,1351,,7598,27419
2001,MO,28,5637309,20946,,42977,372,167420,28014,238411,1383,,7771,30472
2002,MO,28,5669544,21737,,42721,331,159921,27878,230520,1465,,7024,30557
2003,MO,28,5719204,19692,,41997,289,161616,29951,233564,1400,,6686,28067
2004,MO,28,5759532,19763,,40472,354,158264,25893,224629,1479,,6630,28226
2005,MO,28,5797703,21254,,42822,402,159288,25699,227809,1625,,7196,30477
2006,MO,28,5842713,22167,,44734,369,153874,25399,224007,1764,,7597,31897
2007,MO,28,5878415,23082,,44897,367,156319,23897,225113,1785,,7728,32962
2010,MO,28,5995715,19390,1542.0,44197,420,140526,16135,200858,1445,,6185,27440
2011,MO,28,6008984,18778,1511.0,44875,366,138879,15331,199085,1469,,6275,26888
2012,MO,28,6024522,19490,1540.0,42510,390,140971,16332,199813,1527,,5782,27189
2013,MO,28,6044917,18056,1207.0,38797,369,134514,16344,189655,1679,2305.0,5486,26216
2014,MO,28,6063827,18483,1404.0,35293,404,124769,16374,176436,1728,2403.0,5592,26882
1995,MO,28,5324000,22296,,49649,469,162430,25199,237278,1711,,10863,35339
2015,MO,28,6076204,20833,1297.0,34029,503,122749,17010,173788,1858,2573.0,6383,30292
1979,MO,28,4868000,13214,,70423,543,124398,19988,214809,1638,,10267,25662
1980,MO,28,4901288,14075,,81798,544,136998,20319,239115,1600,,10958,27177
1981,MO,28,4938000,14065,,78173,516,140567,18835,237575,1465,,10629,26675
1982,MO,28,4951000,13762,,68881,479,134383,16624,219888,1283,,9554,25078
1983,MO,28,4970000,13639,,60496,403,125140,15782,201418,1330,,8346,23718
1984,MO,28,5008000,14335,,55863,358,119749,16511,192123,1325,,7053,23071
1985,MO,28,5029000,16019,,55252,409,120650,18345,194247,1468,,7425,25321
1986,MO,28,5066000,18742,,57556,464,126674,22233,206463,1480,,8624,29310
1987,MO,28,5103000,17520,,56711,423,133964,21755,212430,1473,,8376,27792
1988,MO,28,5139000,17837,,58605,413,139648,22325,220578,1505,,8638,28393
1989,MO,28,5159000,20578,,58594,409,146269,27011,231874,1587,,10060,32634
1990,MO,28,5117073,23417,,54536,449,143287,27599,225422,1663,,11073,36602
1991,MO,28,5158000,24107,,64643,543,146533,28806,239982,1756,,12952,39358
1992,MO,28,5193000,24223,,57127,547,143288,25831,226246,1895,,11783,38448
1993,MO,28,5234000,23825,,53673,590,145392,28666,227731,1894,,12654,38963
1994,MO,28,5278000,24553,,55577,554,158283,27038,240898,1955,,12178,39240
2016,MT,30,1038656,2983,180.0,3966,37,21427,2763,28156,578,598.0,268,3886
2017,MT,30,1050493,3012,169.0,3615,41,21018,2592,27225,0,613.0,295,3961
1996,MT,30,879000,882,,4908,34,30928,2248,38084,238,,261,1415
1997,MT,30,879000,769,,5002,42,30411,2179,37592,171,,179,1161
1998,MT,30,880000,1312,,4575,18,29940,2049,36564,235,,232,1797
1999,MT,30,882779,1536,,3876,22,23353,1874,29103,293,,239,2090
2000,MT,30,902195,2276,,3624,20,26678,1896,32198,308,,203,2807
2001,MT,30,905382,2735,,3670,34,24684,1821,30175,188,,230,3187
2002,MT,30,910372,2661,,3289,16,23679,1783,28751,237,,283,3197
2003,MT,30,918157,2777,,3722,30,22800,1906,28428,246,,298,3351
2004,MT,30,926920,2187,,3515,30,22082,1618,27215,273,,233,2723
2005,MT,30,934737,2138,,3642,18,23794,1971,29407,301,,177,2634
2006,MT,30,944632,2950,,3380,33,21659,1947,26986,348,,233,3564
2007,MT,30,957861,3015,,3476,27,22315,2046,27837,363,,233,3638
2008,MT,30,967440,2411,,3689,40,20834,1777,26300,358,,204,3013
2009,MT,30,974989,2181,,3686,32,19528,1612,24826,357,,228,2798
2010,MT,30,990958,2222,172.0,3692,25,20166,1551,25409,332,,154,2733
2011,MT,30,997667,2189,158.0,3347,29,19089,1449,23885,366,,171,2755
2012,MT,30,1005494,2180,281.0,3920,29,20484,1698,26102,392,,202,2803
2013,MT,30,1014864,2217,146.0,4122,23,20192,1881,26195,382,467.0,217,2924
2014,MT,30,1023252,2563,131.0,3639,38,19826,2060,25525,396,558.0,202,3361
1995,MT,30,870000,972,,5060,35,32797,2389,40246,231,,253,1491
2015,MT,30,1032073,2827,148.0,3887,38,20966,2423,27276,405,572.0,210,3647
1979,MT,30,786000,1307,,6314,33,24537,2447,33298,162,,260,1762
1980,MT,30,781592,1279,,7430,31,27587,2514,37531,164,,266,1740
1981,MT,30,792000,1500,,7651,27,27874,2221,37746,175,,302,2004
1982,MT,30,801000,1386,,6759,31,24079,2070,32908,119,,265,1801
1983,MT,30,817000,1353,,7420,30,26918,1870,36208,162,,192,1737
1984,MT,30,824000,1526,,7070,36,27080,2230,36380,170,,226,1958
1985,MT,30,826000,1342,,6835,48,26746,2274,35855,159,,173,1722
1986,MT,30,819000,963,,6491,24,27142,1760,35393,142,,160,1289
1987,MT,30,809000,834,,6521,33,27541,1924,35986,160,,196,1223
1988,MT,30,804000,651,,5657,21,25921,1740,33318,135,,182,989
1989,MT,30,806000,630,,5575,23,23892,1818,31285,145,,137,935
1990,MT,30,799065,866,,5666,39,27098,1938,34702,195,,173,1273
1991,MT,30,808000,799,,4231,21,22449,1667,28347,160,,150,1130
1992,MT,30,824000,944,,5306,24,29243,1923,36472,210,,222,1400
1993,MT,30,839000,958,,5992,25,30641,2066,38699,234,,272,1489
1994,MT,30,856000,975,,6178,28,32817,2450,41445,233,,280,1516
2016,NE,31,1907603,3558,,6459,49,32009,4729,43197,994,1108.0,946,5661
2017,NE,31,1920076,3671,,6472,43,31988,5203,43663,0,1191.0,968,5873
2003,NE,31,1737475,3380,,10133,56,48924,6132,65189,504,,1165,5105
2004,NE,31,1747704,3595,,9826,40,46399,5287,61512,620,,1138,5393
2005,NE,31,1758163,3387,,9408,44,45359,5581,60348,581,,1040,5052
1996,NE,31,1652000,5635,,10152,48,50315,5643,66110,447,,1052,7182
1997,NE,31,1657000,5712,,9813,50,48363,5541,63717,406,,1097,7265
1998,NE,31,1663000,5749,,10544,51,49420,5788,65752,417,,1290,7507
1999,NE,31,1666028,5429,,10158,60,45679,5440,61277,414,,1264,7167
2000,NE,31,1711263,3960,,10131,63,49118,5230,64479,436,,1147,5606
2001,NE,31,1720039,3612,,9760,43,52713,6490,68963,431,,1128,5214
2002,NE,31,1727564,3557,,10329,48,51440,6409,68178,464,,1359,5428
2006,NE,31,1768331,3433,,9535,51,44710,5166,59411,577,,1136,5197
2007,NE,31,1774571,3788,,9035,71,41484,5246,55765,550,,1115,5524
2008,NE,31,1783432,3603,,8731,69,38394,4225,51350,601,,1297,5570
